735085,A2031,57/1959,South East Asian Trade Organization - Planning to counter communist insurgency,1959
735105,A2031,91/1959,South East Asian Trade Organization Military Planning Office Plan 5B/59 - Plan for the introduction and maintenance of a South East Asian Trade Organization force to assist the Royal Laotian Government to counter Communist insurgency in Laos,1959
735112,A2031,107/1959,South East Asian Trade Organization Military planning to counter Communist insurgency in Laos,1959
737100,A1209,1957/5065,Naval study of the SEATO area - including the control and protection of shipping [97 pp],1958
737108,A1209,1957/4587,"ANZUS staff planners' meeting, Pearl Harbour. Report No.3, 1956",1956
737183,A1209,1957/5858,Commonwealth Defence Ministers' Conference June 1951. Minutes and memoranda,1951
737205,A1209,1957/5851,SEATO. Report of Combined Civil and Military Conference on counter-subversion. Manila 1955,1955
737218,A1209,1957/5849,"SEATO. Military Staff Planners' Conference, Manila. Psychological warfare report 1955",1955
737227,A1209,1957/5848,SEATO. Manila Staff Planners' Conference 1955. Report on military anti-subversion,1955
737234,A1209,1957/5847,SEATO. Manila Conference Report 1955 on unconventional warfare,1955
745988,A1838,TS163/11/52 PART 1,Egypt - Relations with the USSR [1 page],1955
751900,M1509,28,"London conference, 1948.",1952
755633,A816,19/322/90,JIC [Portion of title exempt] Intelligence summary no. 37,1957
755638,A816,14/301/475,Forward Planning No. 1,1955
755649,A816,19/310/167,Soviet and satellite war potential 1953-1956,1953
755654,A816,25/301/557,"Five Power Staff Planners' Conference, September 1953. Intelligence studies",1954
756708,F504,1,Commonwealth Census 1933 (Instructions and Correspondence) Attachments: 1) Census of the Commonwealth of Australia 4th April 1921 Census bulletin No 7 2) An Act to amend the Census and Statistics Act No33 of 1920 3) An Act relating to the Census and Stat6istics of the Commonwealth No15 of 1905,1933
759297,A6119,543,FRY Eric Charles Volume 2 [134pp],1963
763557,AWM122,70/2029,Malaysian Armed Forces (Jun-Oct 1968),1968
764250,A1209,1961/1244,SEATO - Military Advisers 15th Conference - Report.,1961
764253,A1209,1961/1375,SEATO - Intelligence Committee report of the meeting,1962
766601,A1209,1961/97,SEATO Tank investigation team - report on the best class of tank for use in Thailand.,1961
767912,A1209,1961/411,SEATO - Report of the Logistics Committee,1961
779452,A816,11/301/930,Brief for the Canadian Delegation to the Geneva Convention,1954
784984,A1209,1961/740,SEATO - Council of Ministers - Verbatim report of 7th Meeting,1961
829155,A1209,1960/725,Title exempt,1960
829983,AWM98,R220/1/16,"[Headquarters, Australian Force Vietnam (HQ AFV):] Conferences - General - Defence seminars",1967
832857,A1209,1961/891,Report of the SEATO [South East Asia Treaty organisation] communications - Electronics committee - Fifth meeting,1961
832913,A1209,1961/569,Report of SEATO military advisers - 14th Conference,1961
834117,A816,14/301/418,Plans for the defence of sea communications in the ANZAM Region,1954
841364,A1838,TS205/11/27,Syria relations with Saudi Arabia,1957
841401,A1838,TS379/11/5,South East Asia - Joint Intelligence Committee - Far East Summary [JIC FE],1958
841521,A1838,TS654/3/9,Middle East. Intelligence summaries.,1956
841640,A1838,TS656/3/9,Special Intelligence - Joint Intelligence Committee - Six monthly review,1956
841731,A1838,TS666/57/5,Probability of Indonesia becoming Communist and threat therefrom [74 pp],1957
842393,A1838,TS690/4/5 PART 1,Joint Intelligence Committee - London Reports,1959
842404,A1838,TS690/4/5 PART 2,United Kingdom Defence Organisation - Joint Intelligence Committee - London Reports,1960
842538,A1838,TS696/2/2 PART 5,Regional Defence - Indonesia - Australian strategic interest,1958
842550,A1838,TS696/2/7 PART 2,Indonesia - ANZUS Consideration [28pp],1958
842580,A1838,TS696/3/8,Importance of Indonesia to Australia and regional defence,1958
842817,A1838,TS851/12/23,Joint Intelligence Committee weekly review of current intelligence on Middle East,1957
842916,A1838,TS899/6/6/1,Commonwealth Prime Ministers Conference 1960 - Minutes and Proceedings [290pp],1960
842923,A1838,TS917/2,United Nations Anglo Argentine Dispute - Falkland Islands,1948
340544,F1,1945/94,Lunatics,1948
424739,A1068,DL47/5/7,Hong Kong,1946
424741,A1068,DL47/5/8,Far East (Strength of Armed Forces),1948
432043,A1838,3034/2/1 PART 2 ANNEX,Indonesia - Political - General,1959
441427,A3411,48,South-East Asia Treaty Organisation. Second Meeting of the Council of Ministers held at Karachi (from 6-8 March 1956),1956
441428,A3411,49,"South-East Asia Treaty Organisation. Report of the Council Representatives to the Council, March 1956",1956
441429,A3411,50,SEATO Council 1957 Canberra. Daily verbatim record.,1957
441430,A3411,51,"South-East Asia Treaty Organisation. Supplement to the Report of the Council Representatives to the Council, March 1957",1957
441431,A3411,151,"South-East Asia Collective Defence Treaty. Report of Logistics Ad Hoc Sub-committee Meeting, Melbourne, Australia, August 1955",1955
441432,A3411,4,"SEATO [South-East Asia Treaty Organisation]. Second Meeting of the Committee of Economic Experts, Bangkok, Thailand, 12-18 January 1956",1956
441496,A5462,510/4/4,[US government] and OIR reports to Department of External Affairs,1957
442601,A1838,TS686/4 PART 5,ANZUS Military Machinery,1957
442995,A816,25/301/508,United States - Australia security agreements. Information released through UK.,1957
444571,A6122,623,Communist Party of Australia - Tasmania Launceston Rail Branch,1949
444573,A6122,680,CPA [Communist Party of Australia] Branches Queensland - Ekibin Branch,1949
445107,A816,14/301/540,Probable form and scale of attack against Malaya - Joint Intelligence assessment,1954
445917,A1838,TS100/2/2,[Title exempt],1983
445921,A10872,100/1/8,"Australian service in wartime [Australian Secret Intelligence Service, ASIS]",1981
445923,A10872,100/1/5,"Australian Service - Organisation questions [Australian Secret Intelligence Service, ASIS]",1958
446310,A6122,793,CPA [Communist Party of Australia] - NSW - Teachers College Branch,1957
446314,A6122,798,CPA [Communist Party of Australia] - NSW - Repairs Branch,1956
446322,A6122,837,Communist Party of Australia - (South Australia) Glenunga Branch,1957
446385,A6122,838,Communist Party of Australia - (South Australia) Queenstown,1957
446386,A6122,839,Communist Party of Australia - (South Australia) Adelaide Steamship Company,1957
446388,A6122,841,Communist Party of Australia - South Australia. West Adelaide Branch,1957
446389,A6122,842,Communist Party of Australia - South Australia. Eastwood Branch,1957
446391,A6122,844,Communist Party of Australia - South Australia. Unley Branch,1957
446392,A6122,845,Communist Party of Australia - South Australia. Edwardstown,1957
446393,A6122,846,Communist Party of Australia - Industrial Branch - South Australia,1957
446394,A6122,847,Communist Party of Australia - South Australia - ICI Branch,1957
446397,A6122,850,Communist Party of Australia - South Australia - Waterfront Branch,1957
446399,A6122,852,Communist Party of Australia - South Australia - Hillcrest Branch,1957
446400,A6122,853,Communist Party of Australia - South Australia - Birkenhead,1957
446401,A6122,854,Communist Party of Australia Plans for operations - Tasmania,1957
446700,A1838,100/12/7,Circulation of Material (Including External Affairs Requirements),1964
446701,A10872,100/1/9,"Australian Service Reserve Training in peace [Australian Secret Intelligence Service, ASIS]",1980
446702,A10872,100/1/6,"The Director - Terms and conditions of employment - General policy file [Australian Secret Intelligence Service, ASIS]",1980
446703,A10872,100/1/4,"Staff questions arising from change in method of working [Australian Secret Intelligence Service, ASIS]",1980
446704,A10872,100/1/1 PART 2,"Australian Service : Charter and Functions, Part 2 [Australian Secret Intelligence Service, ASIS]",1964
446705,A10872,100/1/1 PART 1,"Australian Service : Charter and Functions, Part 1 [Australian Secret Intelligence Service, ASIS]",1957
448583,SP1714/1,N61439,Danish and other suspects,1945
449029,A816,25/301/496,Exchange of Intelligence Information with United States,1952
449030,A816,25/301/608,Exchange of Defence Information between Canada and Australia,1957
450910,A1838,1495/9/1 PART 2,Antarctica - Japanese interests [3cm],1969
451038,A1838,1495/3/2/1/7,Antarctica. Australian interests. Legal position and administration. General policy. Inspection and control.,1967
451183,A6122,827,Communist Party of Australia - Victoria - BALWYN branch,1956
451184,A6122,828,Communist Party of Australia - Victoria - Burwood branch,1956
451192,A6122,866,CPA [Communist Party of Australia] (Western Australia) - Claremont Branch,1956
451193,A6122,867,CPA [Communist Party of Australia] (Western Australia) - Applecross branch,1956
451194,A6122,868,CPA [Communist Party of Australia] - (Western Australia) - South Perth branch,1956
451195,A6122,869,CPA [Communist Party of Australia] - (Western Australia) - Kalamunda branch,1956
451196,A6122,870,CPA [Communist Party of Australia] - (Western Australia) - Leederville Branch,1956
451199,A6122,873,Tasmania - Public meetings,1956
451200,A6122,874,CPA [Communist Party of Australia] - Tasmania - Beauty Point branch,1956
451208,A6122,892,Communist Party of Australia - Western Australia - Bassendean Branch,1956
451209,A6122,893,Communist Party of Australia - Western Australia - Belmont Park Branch,1956
451210,A6122,894,Communist Party of Australia - Western Australia - Nedlands Branch,1956
451211,A6122,895,CPA [Communist Party of Australia] - Tasmania - Finance,1956
451270,A6122,825,Communist Party of Australia - Kensington branch,1958
451272,A6122,823,Communist Party of Australia - Saint Vincents Hospital Building branch,1958
451277,A6122,818,Communist Party in Australia - Victoria - North Melbourne branch,1958
451279,A6122,795,CPA [Communist Party of Australia] - NSW - Vaucluse branch,1958
451828,A6122,906,Communist Party of Australia (Western Australia) aggregate meetings,1956
451834,A6122,908,Communist Party of Australia (Tasmania) Aggregate meetings,1956
451835,A6122,909,Communist Party of Australia (New South Wales) Aggregate meetings,1956
451836,A6122,910,Communist Party of Australia. Social activities - Queensland,1956
451843,A6122,914,Communist Party of Australia - Progress Association faction - New South Wales,1956
451924,A6119,322,Audrey Elsie BLAKE volume 3,1964
453600,A816,25/301/572,[portion of title exempt] Intelligence Estimates [portion of title exempt] [0.5cm],1954
453601,A816,25/301/555,United States Intelligence - Report by JIB [Joint Intelligence Bureau] Representative - Washington,1957
454415,A6122,994,"Communist Party of Australia, ""Corvette"", Garden Island Publications",1956
454420,A6122,992,Communist Party of Australia. Carriage News.,1956
454677,A10872,100/1/2,"Australian Service Directive (Interim Directive 1957 and Revision) - [Australian Secret Intelligence Service, ASIS]",1963
454683,A6122,1012,Communist Party of Australia - South Australia. Schools,1956
454687,A6122,1008,Communist Party of Australia. Security within Communist Party of Australia,1956
454694,A6122,1001,Communist Party of Australia - Junior League Magazine,1956
454699,A6122,998,Communist Party of Australia - Dynamo,1956
457294,A6122,885,Communist Party of Australia - Canberra Propaganda,1956
457481,A6122,1023,"Communist Party of Australia - Victoria, Schools",1956
457492,A6122,1025,"Communist Party of Australia - Social activities, general",1958
457496,A6122,1026,Communist Party of Australia. New South Wales Schools [Volume 1],1958
457502,A6122,1027,Communist Party of Australia. New South Wales schools [Volume 2],1956
457507,A6122,1028,"Communist Party of Australia - Tasmania, illegal apparatus",1956
457521,A6122,1031,Communist Party of Australia - campaigns to increase membership and gain public support,1956
457527,A6122,1032,"Communist Party of Australia - New South Wales, social activities",1956
457545,A6122,1035,"Communist Party of Australia - Tasmania, schools",1956
458230,A6122,1036,Communist Party of Australia. Western Australia. Social Activities,1958
458275,A6122,945,Communist Part of Australia. Electric Press,1958
458652,A6122,1058,"Communist Party of Australia - New South Wales, Taxi drivers' branch",1958
458655,A6122,1061,"Communist Party of Australia - New South Wales, Arrow Branch",1958
458657,A6122,1063,"Communist Party of Australia - New South Wales, Brookvale - Manly Branch",1958
458658,A6122,1064,"Communist Party of Australia - New South Wales, Albury Branch",1958
462573,A6122,904,CPA [Communist Party of Australia] - Western Australia - Cadres,1956
462676,A6122,902,CPA [Communist Party of Australia] Donors of money & property,1958
462686,A6122,970,"Communist Party of Australia ""Magnet"" - Volume 1",1960
462688,A6122,971,Communist Party of Australia. South Australia. Gas Company,1958
462690,A6122,972,"Communist Party of Australia. Western Australia, Carlisle Branch",1958
462692,A6122,973,"Communist Party of Australia. Western Australia, Bunbury",1958
462704,A6122,964,"Communist Party of Australia. Victoria, Port Melbourne Branch",1958
462722,A6122,959,"Communist Party of Australia. New South Wales, Morts Dock Branch",1958
462753,A6122,930,Communist Party of Australia. Queensland Cadres,1958
462754,A6122,928,Communist Party of Australia. Victoria. List of Undercover Addresses,1958
465698,A1838,3034/2/1 PART 1 ANNEX,Indonesia - Political - General,1958
467065,A6122,1071,"Communist Party of Australia - New South Wales, Waterloo Branch",1956
467069,A6122,1072,"Communist Party of Australia - New South Wales, Menindee Branch",1956
467078,A6122,1074,"Communist Party of Australia - New South Wales, Evans Head Branch",1956
467093,A6122,1079,Communist Party of Australia (New South Wales) Students' Congress,1956
467096,A6122,1080,Communist Party of Australia (illegal apparatus) expenditure,1956
467098,A6122,1081,Communist Party of Australia - illegal apparatus (illegal publications),1956
467125,A6122,1088,Communist Party of Australia - Western Australia - illegal apparatus,1956
467129,A6122,1089,Communist Party of Australia South Australia - undercover addresses,1956
467132,A6122,1090,Communist Party of Australia - Queensland - illegal apparatus,1956
467139,A6122,1092,Communist Party of Australia - New South Wales - illegal apparatus,1956
467757,A6122,1094,Communist Party of Australia - Tasmania - illegal apparatus,1956
467764,A6122,1103,Communist Party of Australia - use of airfields,1956
467778,A6122,1123,Communist Party of Australia - Lists of Vehicles,1956
470972,A816,11/301/776,Prime Minister's discussions in London January 1951,1951
470996,A1838,917/2,United Nations Anglo-Argentine dispute Falkland Islands,1970
471099,A6122,950,Communist Party of Australia. New South Wales - Northern suburbs (Wollongong) Branch.,1956
471112,A6122,1112,Communist Party of Australia. New South Wales - Moss Vale Branch.,1956
471113,A6122,1113,Communist Party of Australia. New South Wales - Herne Bay Branch.,1956
471114,A6122,1114,Communist Party of Australia. New South Wales - Jannali Branch.,1956
471115,A6122,1115,"Communist Party of Australia. New South Wales - Malleys, South Sydney, Branch",1956
476258,MP1049/5,2017/2/202,New works - funds authorisation,1946
476454,A1838,100/12/9,"[modified title, original item title partially exempt]",1976
476477,A1838,100/12/4,SIFE [Security Intelligence Far East] Summaries [Far East] [Communist activities in Asia],1959
476485,A1838,100/12/1,"Schedules - Foreign Affairs [modified title, original title partially exempt]",1957
476503,A1838,100/6/1/8,"Visit of representative of foreign service [imposed title, original title wholly exempt]",1956
476505,A1838,100/6/1/5,"Relations with foreign services [imposed title, original title wholly exempt]",1974
476506,A1838,100/6/1/4,"Relations with foreign services [imposed title, original title wholly exempt]",1957
476508,A1838,100/6/1/2,"Relations with foreign services [imposed title, original title wholly exempt]",1959
476509,A1838,100/6/1/1,"Relations with foreign services [imposed title, original title wholly exempt]",1975
476510,A1838,100/6/1,"Relations with foreign services [imposed title, original title wholly exempt]",1957
476511,A1838,100/6,"Relations with foreign services [imposed title, original title wholly exempt]",1989
476512,A1838,100/4/13,"Named country [imposed title, original title wholly exempt]",1979
476513,A1838,100/4/7,"Named country [imposed title, original title wholly exempt]",1956
476514,A1838,100/4/6,"Named country [imposed title, original title wholly exempt]",1989
476515,A1838,100/4/5,"Named country [imposed title, original title wholly exempt]",1988
476516,A1838,100/4/4,"Named country [imposed title, original title wholly exempt]",1989
476517,A1838,100/4/3,"Named country [imposed title, original title wholly exempt]",1988
476518,A1838,100/4/2,"Named country [imposed title, original title wholly exempt]",1986
476522,A10872,100/3/9,"Australian Secret Intelligence Service (ASIS) - Name of individual [imposed title, original title wholly exempt]",1958
476523,A10872,100/3/8,"Australian Secret Intelligence Service (ASIS) - Name of individual [imposed title, original title wholly exempt]",1981
476528,A10872,100/3/7,"Australian Secret Intelligence Service (ASIS) - Name of individual [imposed title, original title wholly exempt]",1961
476532,A10872,100/3/5,"Australian Secret Intelligence Service (ASIS) - Names of individuals [imposed title, original title wholly exempt]",1960
476533,A10872,100/3/3,"Australian Secret Intelligence Service (ASIS) - Names of individuals [imposed title, original title wholly exempt]",1957
476540,A10872,100/1/6/2,"Australian Secret Intelligence Service (ASIS) - Director [modified title, original title partially exempt]",1960
476543,A10872,100/1/6/1,"Australian Secret Intelligence Service (ASIS) - Director [modified title, original title partially exempt]",1981
478212,A7452,A159,"Requests for security clearances and indoctrination [modified title, original item title partially exempt - declaration by officer relinquishing appointment with PM's Department]",1974
492896,A6122,1128,Communist Party of Australia. Wharf Branch Victoria,1956
492902,A6122,1127,Communist Party of Australia. Eureka Youth League. Victoria,1956
494598,A1209,1957/5813,"SEATO Extra-ordinary Military Advisers' Meeting, Karachi, March 1956",1956
505395,AWM89,B1/107,"[Official History, Australia in the Korean War: Records of Robert O'Neill, Official Historian:] Source Material - Chapter 15 (Volume One), Part One [extracts and MS notes from FA, PM and Defence files]",1951
509202,B3476,139,Teleradio - Ocean Island Control Demand No.140,1942
509689,A6122,1196,"Recording of ASIS personnel [Australian Secret Intelligence Service, Australian Security Intelligence Organisation]",1955
509690,A6122,1195,ASIS Codeword procedures [Australian Secret Intelligence Service],1956
509800,B3476,163K,New Guinea - Milne Bay: Wireless Telegraph Codes,1945
510427,AWM54,179/1/4 PART 2,[Chemical Warfare - General:] Deputy Director of Military Operations: Correspondence on the subject of chemical warfare [Part 2 of 2],1943
510428,AWM54,179/1/5,"[Chemical Warfare - General:] Chemical Warfare Liaison Notes, No 7 - Chemical Warfare Intelligence Requirements",1941
510493,A6122,1155,"Communist Party of Australia - Organization, status - Tasmania",1957
510813,AWM54,179/5/5 PART 12,[Chemical Warfare - Trials:] CDRE India: Notes and reports (Oct 1943) [Part 12 of 36],1943
510953,A6122,1166,Communist Party of Australia - False witness,1957
517777,A4311,631/SE/13/D46,[South East Asia Treaty Organisation - Security Experts - composition of delegations to the thirteenth meeting of the committee of security experts][1p],1960
519482,A4311,626/SE/12/D24,[South East Asia Treaty Organisation - Security Experts - the nature and extent of the communist subversive and insurgent threats to the treaty area],1959
519725,A4311,626/SE/10/D3,[South East Asia Treaty Organisation - Security Experts - the inter-relations between the communist parties in the treaty area and their role in furtherance of international communist objectives],1959
519727,A4311,626/SE/10/D2,[South East Asia Treaty Organisation - Security Experts - the communist insurgent threat to the treaty area - paper by UK],1959
525318,A5799,208/1953,Antarctica,1953
526829,A462,439/1/29,Far East - JIC [Joint Intelligence Committee] Singapore - Reports,1956
527112,A1209,1957/4095,Joint Intelligence Bureau - liaison with United States [Government agency]. [Modified title. Original item title partially exempt.],1954
535662,A10872,100/1/12,Budget - Policy - Administration (Australian Secret Intelligence Service),1986
535666,A10872,100/1/19,Overseas Planning Committee (Australian Secret Intelligence Service),1966
535668,A1838,100/12/6,Political Intelligence and Reporting (Australian Secret Intelligence Service),1976
539767,AWM54,179/3/3 PART 1,"[Chemical Warfare - Types of Agents:] Canada, Sub-Committee on Physiological Aspects of Chemical Warfare",1943
539768,AWM54,179/3/3 PART 2,"[Chemical Warfare - Types of Agents:] Canada, Sub-Committee on Physiological Aspects of Chemical Warfare, Aug 1943 - Report on Mustard Gas",1943
539769,AWM54,179/3/3 PART 3,"[Chemical Warfare - Types of Agents:] Canada, Sub-Committee on Physiological Aspects of Chemical Warfare, Oct 1943 - Report on Iron and Chloride content of the Respiratory Tract",1943
539770,AWM54,179/3/3 PART 4,"[Chemical Warfare - Types of Agents:] Canada, Sub-Committee on Physiological Aspects of Chemical Warfare, Nov 1943 - Report on Ammonia Gas",1943
539771,AWM54,179/3/3 PART 5,"[Chemical Warfare - Types of Agents:] Canada, Sub-Committee on Physiological Aspects of Chemical Warfare, Dec 1943 - Report on Treatment of Phosgene Poisoning",1943
539773,AWM54,179/3/3 PART 6,"[Chemical Warfare - Types of Agents:] Canada, Sub-Committee on Physiological Aspects of Chemical Warfare, Jan 1944 - Report on Blood Studies in Phosgenied Animals Plasma Liquids",1944
539776,AWM54,179/3/3 PART 7,"[Chemical Warfare - Types of Agents:] Canada, Sub-Committee on Physiological Aspects of Chemical Warfare - Report on the Detection of Particles of Cadmium Oxide in Sections of Mouse Lung",1944
539777,AWM54,179/1/14 PART 1,"[Chemical Warfare - General:] Chemical Warfare and Smoke Intelligence Bulletins, prepared by General Headquarters India, General Staff Branch, MI Directorate, Meerut [Part 1 of 7]",1945
539778,AWM54,179/1/15,"[Chemical Warfare - General:] Headquarters Army Service Forces, Office of the Chief of Chemical Warfare, Washington 25 DC - Chemical Warfare Intelligence Bulletins, Nos 39-56, Aug 1944 - Jun 1945",1945
539795,AWM54,179/1/20 PART 16,[Chemical Warfare - General:] Australian Military Forces: Technical Notes and Staff Notes - Chemical Warfare [Part 16 of 19],1945
539800,AWM54,179/1/20 PART 18,[Chemical Warfare - General:] Australian Military Forces: Technical Notes and Staff Notes - Chemical Warfare [Part 18 of 19],1945
543561,AWM54,179/3/3 PART 12,"[Chemical Warfare - Types of Agents:] Canada, Sub-Committee on Physiological Aspects of Chemical Warfare - Report on the Production of Aerosols of PGW",1944
543564,AWM54,179/3/3 PART 14,"[Chemical Warfare - Types of Agents:] Canada, Sub-Committee on Physiological Aspects of Chemical Warfare - Report on the Toxicity of Mustard Gas by Intravenous Injections (abbr)",1944
543684,AWM54,179/5/4,"[Chemical Warfare - Trials:] Report on Chemical Warfare Physiological Investigations carried out at Townsville, Queensland",1943
543692,AWM54,179/5/8 PART 1,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 1 of 23],1944
543700,AWM54,179/5/8 PART 2,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 2 of 23],1944
543705,AWM54,179/5/8 PART 3,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 3 of 23],1944
543709,AWM54,179/5/8 PART 4,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 4 of 23],1944
543712,AWM54,179/5/8 PART 5,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 5 of 23],1944
543715,AWM54,179/5/8 PART 6,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 6 of 23],1944
543718,AWM54,179/5/8 PART 7,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 7 of 23],1944
543723,AWM54,179/5/8 PART 8,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 8 of 23],1944
543725,AWM54,179/5/8 PART 9,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 9 of 23],1944
543728,AWM54,179/5/8 PART 10,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 10 of 23],1944
543731,AWM54,179/5/8 PART 11,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 11 of 23],1944
543733,AWM54,179/5/8 PART 12,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 12 of 23],1945
543736,AWM54,179/5/8 PART 13,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 13 of 23],1945
543738,AWM54,179/5/8 PART 14,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 14 of 23],1945
543740,AWM54,179/5/8 PART 15,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 15 of 23],1945
543741,AWM54,179/5/8 PART 16,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 16 of 23],1945
543743,AWM54,179/5/8 PART 17,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 17 of 23],1945
543744,AWM54,179/5/8 PART 18,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 18 of 23],1945
543745,AWM54,179/5/8 PART 19,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 19 of 23],1945
543747,AWM54,179/5/8 PART 20,[Chemical Warfare - Trials:] Munitions Supply Laboratories. Abstract reports indexed in records of Chemical Defence Board [Part 20 of 23],1945
543755,AWM54,179/5/17 PART 4,"[Chemical Warfare - Trials:] Far Eastern Technical Unit, Research Section, Pacific Warfare Board - Reports No 4, 5 and 6",1945
543766,AWM54,179/5/22,"[Chemical Warfare - Trials:] Special reports by the technical staff of the Chemical Warfare Service Mobile Unit, Brooksville, Florida",1945
546463,A1838,919/13/4 PART 55,France - Disarmament - Nuclear Weapons Testing,1973
548208,A1838,3107/3/1/4,China - Communist Party - Evolution of Central Organisations of Chinese Communist Party 1921-58,1961
548543,A1838,3107/38/2 PART 2,China - Relations with Australia - Chinese Representation in Australia,1975
549329,A1838,720/5/7 PART 3,Atomic Energy - Australia Relations with India,1975
549789,A1838,3024/2/1 PART 28,Singapore - Political - General,1971
549907,A1838,3024/12/1 PART 6,Singapore - Defence - Armed Forces,1975
550008,A1838,3027/2/1/4 PART 1,Malaysia - Political - General - Political Reports - Language - Education Issues,1974
550235,A1838,3032/2/9 PART 6,Sarawak - Internal Security,1971
550237,A1838,3032/2/9 PART 8,Sarawak - Internal Security,1972
550240,A1838,3032/2/9 PART 11,Sarawak - Internal Security,1972
550704,A1838,3034/11/161 PART 17,Indonesia - Relations with USA,1975
