barcode,control symbol,title,series,series title,contents dates,contents start year,contents end year,access status,access decision reasons,access decision date
5500022,22,Box of personal index cards titled between Hamilton and Hartkopf,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500023,23,Box of personal index cards titled between Hartland and Henry,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500024,24,Box of personal index cards titled between Henrys and Hodgekiss,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500025,25,Box of personal index cards titled between Hodgen and Houstone,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500026,26,Box of personal index cards titled between Howell and Jacks,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500027,27,Box of personal index cards titled between Jackson and Jolly,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500028,28,Box of personal index cards titled between Jones and Kelly,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500029,29,Box of personal index cards titled between Kelly and Kitchell,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500030,30,Box of personal index cards titled between Kitchen and Leake,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500031,31,Box of personal index cards titled between Leaken and Loh,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500032,32,Box of personal index cards titled between Lohan and McBride,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500033,33,Box of personal index cards titled between McBrien and McGill,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500034,34,Box of personal index cards titled between McGillick and McLay,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500035,35,Box of personal index cards titled between McLean and Mahoney,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500036,36,Box of personal index cards titled between Mahony and Mason-Johnston,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500037,37,Box of personal index cards titled between Massey and Millen,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500038,38,Box of personal index cards titled between Miller and Moore,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500039,39,Box of personal index cards titled between Moorehouse and Murname,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500040,40,Box of personal index cards titled between Murphy and Nicholas,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500041,41,Box of personal index cards titled between Nicholes and O'Donnell,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500042,42,Box of personal index cards titled between O'Donoghue and Page,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500043,43,Box of personal index cards titled between Paget and Penberthy,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500044,44,Box of personal index cards titled between Penboss and Poole,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500045,45,Box of personal index cards titled between Pooley and Quirk,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500046,46,Box of personal index cards titled between Radovic and Rich,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500047,47,Box of personal index cards titled between Richards and Rodd,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500048,48,Box of personal index cards titled between Rodda and Ryan (E),A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500049,49,Box of personal index cards titled between Ryan (F) and Scotcher,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500050,50,Box of personal index cards titled between Scott and Shugg,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500051,51,Box of personal index cards titled between Shultz and Smith (B),A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500052,52,Box of personal index cards titled between Smith (C) and Sparkes,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500053,53,Box of personal index cards titled between Sparks and Stiller,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500054,54,Box of personal index cards titled between Stillman and Symons,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500055,55,Box of personal index cards titled between Syms and Thompson (P),A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500056,56,Box of personal index cards titled between Thompson (R) and Tristram,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500057,57,Box of personal index cards titled between Tritschler and Wagland,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500058,58,Box of personal index cards titled between Wagner and Watsford,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500059,59,Box of personal index cards titled between Watson and Whibley,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500060,60,Box of personal index cards titled between Whidburn and Williams (G),A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500061,61,Box of personal index cards titled between Williams (H) and Woltersdorf,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500062,62,Box of personal index cards titled between Wombwell and Zwar,A2090,Nominal index cards - general,1916 - 1950,1916,1950,Closed,33(1)(g),1992-10-23 00:00:00
5500345,1968/144/2158-63,"VRANJES Milan born on 27 May 1932; Marija born on 18 March 1935; Dragisa born on 17 September 1955; Jovica born on 9 February 1957; Djordje born on 27 September 1958; Cedomir born on 5 April 1960 (no files found - no documents) Nationality  Yugoslav -  arrived per CHARTERFLIGHT ""MIQAN 15/692-J"",  departed EX VIENNA/AUSTRIA  17 JUNE 1968",A2559,"Non-British European Migrant Selection Documents, Assisted Passage Schemes, numerical series.",1968 - 1968,1968,1968,Closed,33(1)(a) | 33(1)(d),2015-12-10 00:00:00
5501903,MB22147 VOLUME 3,"O'NEILL, Margaret Ellen beneficiary of O'NEILL, Nicholas John Stephen - Service Number - 7118",K60,"Personal case files, single number with 'M' and other letter prefixes series",1990 - 2001,1990,2001,Closed,Closed period,2015-05-01 00:00:00
5502695,MX81560 V1 (5),LAUFFER Gerald G,K26,"Personal case files, single number series with 'X' and other letter prefixes",1944 - 2006,1944,2006,Closed,33(1)(g),2008-07-23 00:00:00
5511848,C83/12135,Intelligence - Robert Trimbole - Departure from Australia,A425,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1982 - 1985,1982,1985,Closed,Withheld pending adv,2012-11-20 00:00:00
5512111,C90/00144,TCO Wording - Exclusion of Components,A425,"Correspondence files, annual single number series [Main correspondence files series of the agency]",1989 - 1989,1989,1989,Closed,Closed period,2014-04-09 00:00:00
5534313,301102,MILNER JOHN ANDREW : Service Number - 301102 : Date of birth - Unknown : Place of birth - Unknown : Place of enlistment - Unknown : Next of Kin - Unknown,A9301,"RAAF Personnel files of Non-Commissioned Officers (NCOs) and other ranks, 1921-1948",1981 - 1995,1981,1995,Closed,Closed period,2003-04-15 00:00:00
5823712,55/1958,"Report of Anzus Military Representatives Meeting at Honolulu, 26 September 1958",A8447,"Chiefs of Staff Committee (COSC) minutes and agenda, annual single number series",1958 - 1958,1958,1958,Closed,Withheld pending adv,2014-10-10 00:00:00
5823719,62/1958,Strategic basis of Australian Defence Policy,A8447,"Chiefs of Staff Committee (COSC) minutes and agenda, annual single number series",1958 - 1959,1958,1959,Closed,Withheld pending adv,2014-10-13 00:00:00
5823763,43/1959,Composition of the Australian Defence Forces - interpretation of 'strategic priorities' in the strategic basis of Australian Defence Policy,A8447,"Chiefs of Staff Committee (COSC) minutes and agenda, annual single number series",1959 - 1959,1959,1959,Closed,Withheld pending adv,2014-10-13 00:00:00
5825073,129/1946,Cypher security,A5799,"Defence Committee agenda, annual single number series",1946 - 1946,1946,1946,Closed,Withheld pending adv,2014-08-19 00:00:00
5825082,62/1951,Intelligence representation - Washington,A5799,"Defence Committee agenda, annual single number series",1951 - 1951,1951,1951,Closed,Withheld pending adv,2014-08-19 00:00:00
5825252,216/1955,Technical intelligence assistance for Australian Services attaches in South East Asia,A5799,"Defence Committee agenda, annual single number series",1955 - 1956,1955,1956,Closed,Withheld pending adv,2014-08-19 00:00:00
5825253,217/1955,Antarctica - proposed soviet expedition,A5799,"Defence Committee agenda, annual single number series",1955 - 1955,1955,1955,Closed,33(1)(a) | 33(1)(b),2007-06-29 00:00:00
5825520,13/1958,The strategic basis of Australian Defence Policy,A5799,"Defence Committee agenda, annual single number series",1958 - 1958,1958,1958,Closed,Withheld pending adv,2014-10-13 00:00:00
5825600,74/1958,Strategic importance of New Guinea,A5799,"Defence Committee agenda, annual single number series",1958 - 1958,1958,1958,Closed,Withheld pending adv,2014-10-13 00:00:00
5825712,102/1959 SUPPLEMENT 1,The military importance of Netherlands New Guinea to Australia,A5799,"Defence Committee agenda, annual single number series",1959 - 1959,1959,1959,Closed,Withheld pending adv,2014-10-13 00:00:00
5828367,57/1956,Brief for South East Asian Trade Organization Ad Hoc Staff Planners and Intelligence Sub-Committee Meeting at Pearl Harbour 19 March 1956,A2031,Defence Committee minutes,1956 - 1956,1956,1956,Closed,Withheld pending adv,2015-11-17 00:00:00
5828679,119/1958,Review of policy and establishment of the Australian Interrogation Organisation,A2031,Defence Committee minutes,1958 - 1958,1958,1958,Closed,Withheld pending adv,2014-04-15 00:00:00
5829024,26/1943,Chemical warfare under tropical conditions,A5799,"Defence Committee agenda, annual single number series",1943 - 1943,1943,1943,Closed,33(1)(a),2004-05-13 00:00:00
