barcode,series,control symbol,title,contents dates,contents start year,contents end year,original access status,original access decision reasons,original access decision date,current access status,current access decision reasons,current access decision date,days closed,years closed,url
4704032,A1945,248/4/50,Situation in Laos,1961 - 1961,1961,1961,Closed,Withheld pending adv,2015-04-14 00:00:00,Open,,2017-03-31 00:00:00,717,1 years 352 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4704032
4704047,A1945,249/12/3,Study of Quasi-overt military by CSE,1959 - 1962,1959,1962,Closed,Withheld pending adv,2015-04-02 00:00:00,Open,,2017-02-27 00:00:00,697,1 years 332 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4704047
4704292,A1945,83/1/13,The role of the Colonies in peace and war,1965 - 1965,1965,1965,Closed,Withheld pending adv,2015-04-21 00:00:00,Open,,2017-03-08 00:00:00,687,1 years 322 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4704292
548582,A1838,3107/38/8 PART 2,China - Relations with Australia - Cultural & Scientific,1973 - 1974,1973,1974,Closed,Withheld pending adv,2012-05-17 00:00:00,Open,,2017-10-05 00:00:00,1967,5 years 141 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=548582
5265234,A2539,B1975/46,Report of the Australian Delegation Third United Nations Conference on the Law of the Sea - Third Session - Geneva Switzerland 17 March to 9 May 1975,1975 - 1975,1975,1975,Closed,Withheld pending adv,2016-07-04 00:00:00,Open,,2017-10-03 00:00:00,456,1 years 91 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5265234
4679520,A1945,249/4/24,Military Advisers' Fourteenth Conference,1960 - 1961,1960,1961,Closed,Withheld pending adv,2014-01-30 00:00:00,Open,,2017-02-23 00:00:00,1120,3 years 24 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4679520
4704026,A1945,139/1/6,Exchange of defence views at planning level with New Zealand,1961 - 1962,1961,1962,Closed,Withheld pending adv,2015-04-14 00:00:00,Open,,2017-02-17 00:00:00,675,1 years 310 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4704026
4704048,A1945,249/15/2,Australian defence assistance to SEATO training of students from Asian SEATO countries,1959 - 1962,1959,1962,Closed,Withheld pending adv,2014-11-18 00:00:00,Open,,2017-02-23 00:00:00,828,2 years 98 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4704048
4747238,A4250,1986/3146,Development Import Finance Facility - China - HEPCA - Shanghai waste water treatment project,1986 - 1987,1986,1987,Closed,Withheld pending adv,2016-09-07 00:00:00,Open,,2017-05-03 00:00:00,238,0 years 238 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4747238
5265222,A2539,B1975/21,Third United Nations Conference on the Law of the Sea - Third Session - Geneva Switzerland - 17 March to 9 May 1975 - Report of the Australian Delegation,1975 - 1975,1975,1975,Closed,Withheld pending adv,2016-07-06 00:00:00,Open,,2017-10-04 00:00:00,455,1 years 90 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5265222
5265290,A2539,B1987/122,Law of the Sea Preparatory Commission (5th Resumed Session) Confidential Report of the Australian Delegation - New York 27 July - 21 August 1987,1987 - 1987,1987,1987,Closed,Withheld pending adv,2016-07-04 00:00:00,Open,,2017-07-18 00:00:00,379,1 years 14 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5265290
565279,A1838,250/9/10/1,United States of America - Relations with Australia - Australian visitors to United States of America - Security questions,1951 - 1965,1951,1965,Closed,Withheld pending adv,2011-11-04 00:00:00,Open,,2017-07-24 00:00:00,2089,5 years 263 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=565279
581615,A1838,73/1/3 PART 6,Yugoslavia - Foreign Policy - Relations with Australia,1967 - 1968,1967,1968,Closed,Withheld pending adv,2016-07-08 00:00:00,Open,,2017-06-23 00:00:00,350,0 years 350 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=581615
5834345,A2539,B1989/80,Law of the Sea Preparatory Commission 7th Session - Confidential Report of the Australian Delegation - Kingston 27 February - 23 March 1989,1989 - 1989,1989,1989,Closed,Withheld pending adv,2016-07-04 00:00:00,Open,,2017-07-12 00:00:00,373,1 years 8 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5834345
5843881,A2539,B1988/105,"Zone of cooperation - first draft informal working papers produced by Australia - volume 2, 19 December 1988",1988 - 1988,1988,1988,Closed,Withheld pending adv,2016-07-18 00:00:00,Open,,2017-12-01 00:00:00,501,1 years 136 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5843881
585087,A1838,250/2/1 PART 13,United States of America - Political - General,1969 - 1970,1969,1970,Closed,Withheld pending adv,2016-05-30 00:00:00,Open,,2017-02-23 00:00:00,269,0 years 269 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=585087
4213974,A4359,111/5 PART 9,[Jakarta] - Aid - IGGI [Inter-Governmental Group on Indonesia],1973 - 1973,1973,1973,Closed,Withheld pending adv,2011-05-06 00:00:00,Open,,2017-01-24 00:00:00,2090,5 years 264 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4213974
5450781,M4081,4/12 PART 2,Seas and Submerged Lands - Constitutional - Request by Minister for National Development for further examination of Commonwealth powers over the Territorial Sea (1969),1954 - 1969,1954,1969,Closed,Withheld pending adv,2014-11-26 00:00:00,Open,,2017-05-03 00:00:00,889,2 years 159 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5450781
545877,A1838,914/8 PART 1,"United Nations Security Council, Oman",1957 - 1962,1957,1962,Closed,Withheld pending adv,2016-07-01 00:00:00,Open,,2017-12-01 00:00:00,518,1 years 153 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=545877
5490766,A12174,B90/000016,Australia - Indonesia bilateral nuclear policy talks Jakarta 30-31 October 1990 brief for the Australian delegation - DFAT [Department of Foreign Affairs and Trade],30 Oct 1990 - Oct 1990,1990,1990,Closed,Withheld pending adv,2016-10-21 00:00:00,Open,,2017-02-24 00:00:00,126,0 years 126 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5490766
5450525,M4081,6/7 PART 3,International - Antarctica - Antarctic Marine Living Resources Draft Convention,Mar 1979 - Apr 1980,1979,1980,Closed,Withheld pending adv,2011-04-12 00:00:00,Open,,2017-11-23 00:00:00,2417,6 years 226 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5450525
586173,A1838,3107/2/2 PART 2,China - Political Information - United Kingdom - Summaries,1959 - 1961,1959,1961,Closed,Withheld pending adv,2011-12-09 00:00:00,Open,,2017-06-21 00:00:00,2021,5 years 195 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=586173
588832,A1838,740/3/14,Asia and Far East Relations with the United Kingdom,1961 - 1974,1961,1974,Closed,Withheld pending adv,2011-07-04 00:00:00,Open,,2017-07-26 00:00:00,2214,6 years 23 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=588832
60211614,A10028,801/6/1 PART 1,China : political and general - government and executive - NPC and Provincial PC,04 Jan 1977 - 26 Oct 1977,1977,1977,Closed,Withheld pending adv,2014-12-01 00:00:00,Open,,2017-03-31 00:00:00,851,2 years 121 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=60211614
463610,A5954,2367/3,Joint Intelligence Bureau (Melbourne) Representative - Singapore - Representation Allowance,1955 - 1955,1955,1955,Closed,Withheld pending adv,2015-05-20 00:00:00,Open,,2017-03-08 00:00:00,658,1 years 293 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=463610
4679509,A1945,83/2/7,Australian and New Zealand Joint Logistic Plans,1959 - 1962,1959,1962,Closed,Withheld pending adv,2015-04-14 00:00:00,Open,,2017-01-24 00:00:00,651,1 years 286 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4679509
4679521,A1945,249/7/6,MPO Plan 5B/59 (2/7/1959-10/9/1959) File No. 3,1959 - 1959,1959,1959,Closed,Withheld pending adv,2015-04-02 00:00:00,Open,,2017-02-23 00:00:00,693,1 years 328 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4679521
4698002,A1945,84/1/40,Three years defence programme 1962/1963 to 1964/1965 (based on the review of strategic basis of policy),1961 - 1962,1961,1962,Closed,Withheld pending adv,2014-10-13 00:00:00,Open,,2017-02-17 00:00:00,858,2 years 128 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4698002
4704027,A1945,139/1/16,Exchange of defence views at planning level with New Zealand part 2,1961 - 1962,1961,1962,Closed,Withheld pending adv,2015-04-14 00:00:00,Open,,2017-02-16 00:00:00,674,1 years 309 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4704027
4704046,A1945,249/9/14,SEATO communications electronics sixth meeting,1959 - 1962,1959,1962,Closed,Withheld pending adv,2015-04-02 00:00:00,Open,,2017-02-17 00:00:00,687,1 years 322 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=4704046
5265241,A2539,B1975/72,Third United Nations Conference on the Law of the Sea - Third Session - Geneva Switzerland 17 March - 9 May 1975 - Report of the Australian Delegation Led by Senator Willisee,1975 - 1975,1975,1975,Closed,Withheld pending adv,2016-07-06 00:00:00,Open,,2017-10-04 00:00:00,455,1 years 90 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5265241
550870,A1838,3036/10/6/1 PART 4,West Irian - Relations with Australia - Political - Indonesian Attitude to PNG,1973 - 1973,1973,1973,Closed,Withheld pending adv,2015-03-27 00:00:00,Open,,2017-02-14 00:00:00,690,1 years 325 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=550870
551763,A1838,748/2/4 PART 1,Vietnam - Industry and raw materials,1955 - 1971,1955,1971,Closed,Pre Access Recorder | Closed period | 33(1)(b) | 33(1)(a) | Withheld pending adv,2011-03-25 00:00:00,Open,,2017-04-13 00:00:00,2211,6 years 20 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=551763
552175,A1838,766/1 PART 10,Communist China - Economic Relations with Australia,1971 - 1971,1971,1971,Closed,Withheld pending adv,2012-02-06 00:00:00,Open,Withheld pending adv,2017-10-25 00:00:00,2088,5 years 262 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=552175
552198,A1838,766/1 PART 22,China - Economic Relations with Australia,1974 - 1975,1974,1975,Closed,Withheld pending adv,2012-02-27 00:00:00,Open,,2017-10-18 00:00:00,2060,5 years 234 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=552198
557875,A1838,3020/10/1 PART 5,North Vietnam - Relations with Australia - General,1974 - 1974,1974,1974,Closed,Withheld pending adv,2016-05-30 00:00:00,Open,,2017-01-25 00:00:00,240,0 years 240 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=557875
572269,A1838,914/8 PART 2,United Nations - Oman - Security Council,1963 - 1965,1963,1965,Closed,Withheld pending adv,2016-07-01 00:00:00,Open,,2017-06-29 00:00:00,363,0 years 363 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=572269
551565,A1838,739/3 PART 5,Australia - Shipping,1968 - 1973,1968,1973,Closed,Withheld pending adv,2011-04-20 00:00:00,Open,,2017-01-12 00:00:00,2094,5 years 268 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=551565
546029,A1838,915/7 PART 3,United Nations - Political Questions - Vietnam - including Item on Violation of Human Rights in South Vietnam,1966 - 1966,1966,1966,Closed,Withheld pending adv,2014-12-11 00:00:00,Open,,2017-12-22 00:00:00,1107,3 years 11 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=546029
5845083,A2539,B1988/116,Law of the Sea Preparatory Commission (6th Resumed Session) - Confidential Report of the Australian Delegation - New York 15 August - 2 September 1988,1988 - 1988,1988,1988,Closed,Withheld pending adv,2016-07-04 00:00:00,Open,,2017-07-12 00:00:00,373,1 years 8 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5845083
5845493,A2539,B1988/164,Law of the Sea Preparatory Commission (6th Resumed Session) Confidential Report of the Australian Delegation - New York 15 August - 2 September 1988,1988 - 1988,1988,1988,Closed,Withheld pending adv,2016-07-04 00:00:00,Open,,2017-07-13 00:00:00,374,1 years 9 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5845493
587940,A1838,73/1/3 PART 13,Yugoslavia - Relations with Australia,1971 - 1971,1971,1971,Closed,Withheld pending adv,2016-05-25 00:00:00,Open,,2017-01-18 00:00:00,238,0 years 238 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=587940
590154,A1838,3034/10/11/20 PART 4,Visit to Indonesia by Prime Minister - Mr [Edward] Gough Whitlam,1973 - 1973,1973,1973,Closed,Withheld pending adv,2013-11-12 00:00:00,Open,,2017-06-30 00:00:00,1326,3 years 230 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=590154
563325,A1838,1255/202,Diplomatic immunity from Legal Action,1959 - 1963,1959,1963,Closed,Withheld pending adv,2016-05-30 00:00:00,Open,,2017-01-25 00:00:00,240,0 years 240 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=563325
5834399,A2539,B1989/173,Law of the Sea Preparatory Commission (7th Session) Confidential Report of the Australian Delegation - Kingston 27 February - 23 March 1989,1989 - 1989,1989,1989,Closed,Withheld pending adv,2016-07-04 00:00:00,Open,,2017-07-12 00:00:00,373,1 years 8 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5834399
5845089,A2539,B1988/122,Law of the Sea Preparatory Commission (6th Session) - Confidential Report of the Australian Delegation - Kingston 14 March - 8 April 1988,1988 - 1988,1988,1988,Closed,Withheld pending adv,2016-07-04 00:00:00,Open,,2017-07-18 00:00:00,379,1 years 14 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=5845089
691074,PP866/1,H12989,"TROY, Martin John - Service Number - 688",1929 - 1962,1929,1962,Closed,33(1)(g),1996-05-20 00:00:00,Open,,2017-07-13 00:00:00,7724,21 years 54 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=691074
60169744,M4835,165,(7) Citizenship,Mar 1971 - Apr 1974,1971,1974,Closed,Withheld pending adv,2016-06-16 00:00:00,Open,,2017-04-13 00:00:00,301,0 years 301 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=60169744
7557793,A4531,201/2/1NVN PART 2,Saigon - North Vietnam - political general,13 Dec 1968 - 30 Aug 1969,1968,1969,Closed,Withheld pending adv,2011-05-06 00:00:00,Open,,2017-05-12 00:00:00,2198,6 years 7 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7557793
6936077,A7942,P132,Pacific Islands Regiment - future size and role,1968 - 1971,1968,1971,Closed,Withheld pending adv,2015-01-12 00:00:00,Open,,2017-03-08 00:00:00,786,2 years 56 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=6936077
7163898,E1008,RBD101,Reserve Bank of Australia - Elevations and sections,1966 - 1966,1966,1966,Closed,33(1)(e)(iii),2006-01-17 00:00:00,Open,,2017-03-03 00:00:00,4063,11 years 45 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7163898
8241776,A1575,74/456,Offshore boundaries - proposed proclamations & maps,23 Jul 1974 - 31 Oct 1974,1974,1974,Closed,Withheld pending adv,2016-10-25 00:00:00,Open,,2017-02-27 00:00:00,125,0 years 125 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=8241776
6967133,A6980,S203679,"SALEMI, Ignazio - part 7",1977 - 1978,1977,1978,Closed,Withheld pending adv,2015-09-21 00:00:00,Open,,2017-10-06 00:00:00,746,2 years 16 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=6967133
6987345,A6980,S251040,Refugee Policy - Part 4,1978 - 1979,1978,1979,Closed,Withheld pending adv,2012-06-06 00:00:00,Open,,2017-07-11 00:00:00,1861,5 years 35 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=6987345
7010556,A2539,B1976/56,Brief for the Australian Delegation to the South Pacific Forum Meeting on Law of the Sea - Suva 12 to 14 October 1976,1976 - 1976,1976,1976,Closed,Withheld pending adv,2012-05-18 00:00:00,Open,,2017-11-07 00:00:00,1999,5 years 173 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7010556
7436512,A432,1967/2301,Extradition - Residents of Australia suspected of war crimes,1961 - 1987,1961,1987,Closed,33(2)(a) | 33(2)(b) | 33(1)(g) | Withheld pending adv,2015-11-25 00:00:00,Open,,2017-03-01 00:00:00,462,1 years 97 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7436512
753472,B73,M58728,"HENRY, Leslie Charles - Service Number - 32",1914 - 1945,1914,1945,Closed,33(1)(g),1996-05-20 00:00:00,Open,,2017-06-02 00:00:00,7683,21 years 13 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=753472
759842,PP904/1,HX12102,SALTER Edward Richard [SERN: WX782],1946 - 1964,1946,1964,Closed,33(1)(g),1996-05-20 00:00:00,Open,,2017-04-11 00:00:00,7631,20 years 326 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=759842
7163897,E1008,RBD100,"Reserve Bank of Australia - Working drawing - Site, floor and roof plans",1966 - 1966,1966,1966,Closed,33(1)(e)(iii),2006-01-17 00:00:00,Open,33(1)(e)(iii),2017-03-03 00:00:00,4063,11 years 45 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7163897
7163899,E1008,RBD102,Reserve Bank of Australia  Reflected ceiling plans,1966 - 1966,1966,1966,Closed,33(1)(e)(iii),2006-01-17 00:00:00,Open,,2017-03-03 00:00:00,4063,11 years 45 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7163899
7249282,A432,A1977/5872,Territorial Sea Sedentary Organisms - Significance of Robinson versus the Western Australian Museum,1977 - 1977,1977,1977,Closed,33(2)(a) | 33(2)(b),2016-09-21 00:00:00,Open,33(2)(a) | 33(2)(b),2017-03-06 00:00:00,166,0 years 166 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7249282
98220,A462,439/1/45 PART 2,SEATO [South East Asia treaty organisation] - Economic policy,1955 - 1955,1955,1955,Closed,Withheld pending adv,2012-05-07 00:00:00,Open,,2017-04-04 00:00:00,1793,4 years 332 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=98220
7557988,A4531,215/4/4 PART 1,Saigon - RAAF representation in Vietnam - RAAFV [Royal Australian Air Force Vietnam] [re Republic of Vietnam also known as South Vietnam],14 Feb 1963 - 28 Aug 1968,1963,1968,Closed,Withheld pending adv,2011-04-28 00:00:00,Open,,2017-03-31 00:00:00,2164,5 years 338 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7557988
7592020,A432,1963/3173 PART 6,Antarctic Treaty - Draft convention on conservation of wildlife (now known as agreed measures on the conservation of antarctic flora and fauna),1979 - 1980,1979,1980,Closed,Withheld pending adv,2012-11-15 00:00:00,Open,,2017-10-24 00:00:00,1804,4 years 343 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7592020
7637345,A463,1987/549 PART 1,Office of National Assessments - Staffing arrangements,21 Dec 1981 - 31 Aug 1984,1981,1984,Closed,Withheld pending adv,2013-07-29 00:00:00,Open,,2017-10-19 00:00:00,1543,4 years 82 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7637345
7904438,A6980,S202374,MONTEROSSO Saverio,1967 - 1979,1967,1979,Closed,Withheld pending adv,2009-12-01 00:00:00,Open,,2017-06-14 00:00:00,2752,7 years 195 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7904438
7913189,A432,1972/3396 PART 41,Legality of French nuclear tests in Pacific,1975 - 1976,1975,1976,Closed,Withheld pending adv,2013-12-19 00:00:00,Open,,2017-05-24 00:00:00,1252,3 years 156 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=7913189
8889058,A9992,1945/7,Unregistered files of the Department of External Affairs - Territorial Claims in the Antarctic. Foreign Office Research Department document [AS3748/453/G],01 May 1945 - 01 May 1945,1945,1945,Closed,Withheld pending adv,2011-07-26 00:00:00,Open,,2017-03-09 00:00:00,2053,5 years 227 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=8889058
9009149,A1209,1977/1862 PART 3,Nuclear safeguards policy - France,1980 - 1980,1980,1980,Closed,Withheld pending adv,2012-06-06 00:00:00,Open,,2017-03-31 00:00:00,1759,4 years 298 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=9009149
9037492,A10756,LC1818,Relations with Yugoslavia including [title partially exempt] [Submission No. 2040 refers],12 Jan 1978 - 12 Nov 1979,1978,1979,Closed,Withheld pending adv,2014-05-05 00:00:00,Open,,2017-11-29 00:00:00,1304,3 years 208 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=9037492
8350125,A1838,169/11/106 PART 1,India - Relations with other countries - Indonesia,1948 - 1954,1948,1954,Closed,Withheld pending adv,2011-08-29 00:00:00,Open,Withheld pending adv,2017-10-25 00:00:00,2249,6 years 58 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=8350125
842073,A1838,TS682/6/1/1,Joint Intelligence Committee - An assessment of developments in Indonesia up to the end of 1960,1959 - 1959,1959,1959,Closed,Withheld pending adv,2014-07-31 00:00:00,Open,,2017-05-18 00:00:00,1022,2 years 292 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=842073
8897895,M1827,97,"[Sir Harry Gibbs (Chief Justice, High Court of Australia)] Correspondence - Justices of the High Court",07 Aug 1932 - 08 Dec 1986,1932,1986,Closed,Non Cwlth-no appeal,2015-04-01 00:00:00,Open,,2017-08-15 00:00:00,867,2 years 137 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=8897895
