barcode,series,control symbol,title,contents dates,contents start year,contents end year,original access status,original access decision reasons,original access decision date,current access status,current access decision reasons,current access decision date,days closed,years closed,url
1606013,A1838,250/9/9/31 PART 1,United States of America-Australia relations - Visitors to Australia - Vice-President Mr Bush,1981 - 1982,1981,1982,Closed,Withheld pending adv,2016-06-23 00:00:00,Open,,2017-10-26 00:00:00,490,1 years 125 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1606013
1606021,A1838,277/1/1/14 PART 1,South Pacific Australian interests - 11th South Pacific forum - Tarawa 1980,1979 - 1980,1979,1980,Closed,Withheld pending adv,2011-10-24 00:00:00,Open,,2017-07-25 00:00:00,2101,5 years 275 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1606021
1653871,A1838,625/14/2 PART 5,Australia's policy towards the PRC [Establishment of diplomatic relations],1972 - 1976,1972,1976,Closed,Withheld pending adv,2011-07-04 00:00:00,Open with exception,33(1)(a),2017-03-09 00:00:00,2075,5 years 249 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1653871
1653955,A1838,625/14/70 PART 1,PPP 70 - Australia and South East Asia,1975 - 1976,1975,1976,Closed,Withheld pending adv,2011-07-05 00:00:00,Open,,2017-10-16 00:00:00,2295,6 years 104 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1653955
1653978,A1838,625/15/2 PART 1,Policy planning - Defence policy,1975 - 1979,1975,1979,Closed,Withheld pending adv,2011-07-05 00:00:00,Open with exception,33(1)(a),2017-06-28 00:00:00,2185,5 years 359 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1653978
1654148,A1838,625/15/12 PART 5,Policy planning group - Australia and the non aligned movement,1975 - 1976,1975,1976,Closed,Withheld pending adv,2011-05-11 00:00:00,Open,,2017-05-18 00:00:00,2199,6 years 8 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1654148
1654169,A1838,625/15/22/5 PART 4,Attitudes to regional political organisations in South East Asia,1973 - 1975,1973,1975,Closed,Withheld pending adv,2011-07-06 00:00:00,Open with exception,33(1)(a),2017-06-22 00:00:00,2178,5 years 352 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1654169
1654245,A1838,625/15/29 PART 2,Policy planning - Antarctica,1976 - 1977,1976,1977,Closed,Withheld pending adv,2012-08-08 00:00:00,Open with exception,33(1)(a),2017-03-09 00:00:00,1674,4 years 213 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1654245
1654694,A1838,626/11/17 PART 6,Post liaison and guidance - Post files Colombo,1983 - 1984,1983,1984,Closed,Withheld pending adv,2013-10-31 00:00:00,Open with exception,33(1)(a),2017-03-23 00:00:00,1239,3 years 143 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1654694
1655058,A1838,626/11/68 PART 2,Post liaison and guidance - Post files Vientiane,1973 - 1978,1973,1978,Closed,Withheld pending adv,2011-05-09 00:00:00,Open with exception,33(1)(a),2017-01-17 00:00:00,2080,5 years 254 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1655058
1337438,A1838,160/11/148 PART 1,Ceylon [Sri Lanka] - Relations with Pakistan,1947 - 1975,1947,1975,Closed,33(1)(b) | 33(1)(a) | Withheld pending adv,2011-07-06 00:00:00,Open with exception,33(1)(a),2017-06-22 00:00:00,2178,5 years 352 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1337438
1655259,A1838,626/11/80 PART 3,Post liaison and guidance - Hanoi,1978 - 1980,1978,1980,Closed,Withheld pending adv,2011-04-28 00:00:00,Open with exception,33(1)(a),2017-01-24 00:00:00,2098,5 years 272 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1655259
1700179,A1838,250/2/1 PART 9,USA - Political - General,1968 - 1969,1968,1969,Closed,Withheld pending adv,2016-05-31 00:00:00,Open,,2017-01-25 00:00:00,239,0 years 239 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1700179
1700288,A1838,250/7/1 PART 19,USA - Foreign policy - General,1968 - 1968,1968,1968,Closed,Withheld pending adv,2016-05-16 00:00:00,Open,,2017-01-18 00:00:00,247,0 years 247 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1700288
1702089,A1838,250/10/7/6 PART 9,USA - Relations with Indonesia,1977 - 1978,1977,1978,Closed,Withheld pending adv,2010-07-16 00:00:00,Open with exception,33(1)(a),2017-01-20 00:00:00,2380,6 years 189 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1702089
1702111,A1838,250/10/7/9 PART 22,USA - Relations with Indo China,1969 - 1969,1969,1969,Closed,Withheld pending adv,2015-12-22 00:00:00,Open with exception,33(1)(a),2017-01-10 00:00:00,385,1 years 20 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1702111
1702114,A1838,250/10/7/9 PART 34,USA - Relations with Indo China,1978 - 1980,1978,1980,Closed,Withheld pending adv,2016-04-19 00:00:00,Open with exception,33(1)(a),2017-03-14 00:00:00,329,0 years 329 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1702114
1702253,A1838,250/11/12/3 PART 1,Political - USA - Defence - Disarmament - Chemical weapons and SDI,1985 - 1986,1985,1986,Closed,Withheld pending adv,2016-09-12 00:00:00,Open with exception,Withheld pending adv,2017-02-22 00:00:00,163,0 years 163 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1702253
1702292,A1838,250/11/16 PART 3,USA - Defence - SALT [Strategic Arms Limitation Talks],1978 - 1978,1978,1978,Closed,Withheld pending adv,2011-04-13 00:00:00,Open with exception,Withheld pending adv,2017-02-17 00:00:00,2137,5 years 311 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1702292
1702296,A1838,250/11/16 PART 6,USA - Defence - SALT [Strategic Arms Limitation Talks],1979 - 1979,1979,1979,Closed,Withheld pending adv,2011-04-12 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-02-20 00:00:00,2141,5 years 315 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1702296
1702299,A1838,250/11/16 PART 8,USA - Defence - SALT [Strategic Arms Limitation Talks],1979 - 1981,1979,1981,Closed,Withheld pending adv,2011-04-14 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-06-16 00:00:00,2255,6 years 64 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1702299
1702323,A1838,250/11/18 PART 9,USA - Defence - ANZUS,1982 - 1983,1982,1983,Closed,Withheld pending adv,2013-11-01 00:00:00,Open,,2017-04-04 00:00:00,1250,3 years 154 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1702323
1702327,A1838,250/11/18 PART 11,USA - Defence - ANZUS,1983 - 1984,1983,1984,Closed,Withheld pending adv,2013-11-01 00:00:00,Open with exception,33(1)(a),2017-03-24 00:00:00,1239,3 years 143 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1702327
1702336,A1838,250/11/18 PART 18,USA - Defence - ANZUS,1985 - 1985,1985,1985,Closed,Withheld pending adv,2013-11-01 00:00:00,Open with exception,33(1)(a),2017-04-11 00:00:00,1257,3 years 161 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1702336
1723283,A1838,915/12 PART 33,United Nations - Asian political - Kashmir UNMOGIP,1978 - 1985,1978,1985,Closed,Withheld pending adv,2011-06-18 00:00:00,Open with exception,33(1)(a),2017-05-18 00:00:00,2161,5 years 335 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1723283
1724895,A1838,919/8/9 PART 20,United Nations - Disarmament - Prohibition of use of nuclear weapons resolution 1653 - Control of missile system SALT [Strategic Arms Limitation Talks],1977 - 1977,1977,1977,Closed,Withheld pending adv,2011-04-13 00:00:00,Open with exception,33(1)(a),2017-06-21 00:00:00,2261,6 years 70 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1724895
1724896,A1838,919/8/9 PART 21,United Nations - Disarmament - Prohibition of use of nuclear weapons resolution 1653 - Control of missile system SALT [Strategic Arms Limitation Talks],1977 - 1977,1977,1977,Closed,Withheld pending adv,2011-04-11 00:00:00,Open with exception,33(1)(a),2017-05-18 00:00:00,2229,6 years 38 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1724896
1724897,A1838,919/8/9 PART 22,United Nations - Disarmament - Prohibition of use of nuclear weapons resolution 1653 - Control of missile system SALT [Strategic Arms Limitation Talks],1977 - 1978,1977,1978,Closed,Withheld pending adv,2011-04-13 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-05-18 00:00:00,2227,6 years 36 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1724897
1724898,A1838,919/8/9 PART 23,United Nations - Disarmament - Prohibition of use of nuclear weapons resolution 1653 - Control of missile system SALT [Strategic Arms Limitation Talks],1978 - 1978,1978,1978,Closed,Withheld pending adv,2011-04-15 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-04-06 00:00:00,2183,5 years 357 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1724898
1724899,A1838,919/8/9 PART 24,United Nations - Disarmament - Prohibition of use of nuclear weapons resolution 1653 - Control of missile system SALT [Strategic Arms Limitation Talks],1978 - 1979,1978,1979,Closed,33(1)(a) | Withheld pending adv,2011-04-12 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-02-24 00:00:00,2145,5 years 319 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1724899
1724900,A1838,919/8/9 PART 25,United Nations - Disarmament - Prohibition of the use of nuclear weapons resolution 1653 - Control of missile system SALT [Strategic Arms Limitation Talks],1979 - 1979,1979,1979,Closed,Withheld pending adv,2011-04-14 00:00:00,Open,,2017-03-14 00:00:00,2161,5 years 335 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1724900
1725245,A1838,919/8/11/7 PART 1,Nuclear - Chemical warfare - Iran Iraq,1983 - 1984,1983,1984,Closed,Withheld pending adv,2013-10-23 00:00:00,Open with exception,33(1)(a),2017-03-20 00:00:00,1244,3 years 148 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1725245
1725249,A1838,919/8/11/7 PART 4,Nuclear - Chemical warfare - Iran Iraq,1984 - 1984,1984,1984,Closed,Withheld pending adv,2013-10-23 00:00:00,Open,,2017-11-08 00:00:00,1477,4 years 16 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1725249
1725255,A1838,919/8/11/7 PART 9,Nuclear - Chemical warfare - Iran Iraq,1984 - 1985,1984,1985,Closed,Withheld pending adv,2013-10-23 00:00:00,Open with exception,33(1)(a),2017-04-12 00:00:00,1267,3 years 171 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1725255
1725256,A1838,919/8/11/7 PART 10,Nuclear - Chemical warfare - Iran Iraq,1985 - 1985,1985,1985,Closed,Withheld pending adv,2013-10-23 00:00:00,Open,,2017-03-22 00:00:00,1246,3 years 150 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1725256
1725260,A1838,528/1/4,Hong Kong - Communist activities in the colony,1967 - 1967,1967,1967,Closed,Withheld pending adv,2012-02-01 00:00:00,Open with exception,33(1)(a),2017-02-01 00:00:00,1827,5 years 1 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1725260
1726042,A1838,919/12/2 PART 4,Nuclear weapons - United States - Policy,1977 - 1977,1977,1977,Closed,Withheld pending adv,2011-04-12 00:00:00,Open with exception,33(1)(a),2017-02-27 00:00:00,2148,5 years 322 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1726042
1726676,A1838,929/32/3/7 PART 2,"Human rights - Countries - Africa, Zimbabwe",1983 - 1984,1983,1984,Closed,Withheld pending adv,2012-04-24 00:00:00,Open with exception,33(1)(a),2017-02-16 00:00:00,1759,4 years 298 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1726676
1728812,A1838,48/1/3 PART 6,Poland - Relations with Australia,1975 - 1977,1975,1977,Closed,Withheld pending adv,2016-04-19 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-08-31 00:00:00,499,1 years 134 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1728812
1389332,A1838,519/3/7,"Taiwan - Relations with India, Pakistan and other South Asia countries - South Asia general [2cms]",1950 - 1986,1950,1986,Closed,Withheld pending adv,2011-07-04 00:00:00,Open,,2017-05-12 00:00:00,2139,5 years 313 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1389332
1389123,A1838,528/1/3/6 PART 1,Hong Kong - Political situation status of Hong Kong - Attitudes of other countries Australia/NewZealand,1983 - 1983,1983,1983,Closed,Withheld pending adv,2016-04-05 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-02-27 00:00:00,328,0 years 328 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1389123
1389601,A1838,369/7 PART 1,New Zealand section - Freedom of Information Act - Matters including NZ Official Information Bill,1980 - 1985,1980,1985,Closed,Withheld pending adv,2012-07-09 00:00:00,Open with exception,33(1)(a),2017-06-30 00:00:00,1817,4 years 356 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1389601
1389739,A1838,317/1/1 PART 2,Solomon Islands - Administration and government personalities,1980 - 1982,1980,1982,Closed,Withheld pending adv,2011-08-29 00:00:00,Open with exception,33(1)(a) | 33(1)(d) | 33(1)(g),2017-12-22 00:00:00,2307,6 years 116 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1389739
1389857,A1838,319/1/3 PART 20,Gilbert and Ellice Islands - Colony resettlement of population Banabans Rabi,1978 - 1978,1978,1978,Closed,Withheld pending adv,2016-05-04 00:00:00,Open with exception,33(1)(a),2017-02-02 00:00:00,274,0 years 274 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1389857
1497541,A1838,323/1 PART 17,New Caledonia - Political developments - General,1979 - 1979,1979,1979,Closed,Withheld pending adv,2011-04-29 00:00:00,Open with exception,33(1)(a),2017-05-17 00:00:00,2210,6 years 19 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1497541
1497992,A1838,338/2/1 PART 3,New Hebrides - Australian representation,1977 - 1978,1977,1978,Closed,Withheld pending adv,2015-09-03 00:00:00,Open,,2017-12-05 00:00:00,824,2 years 94 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1497992
1500807,A1838,3006/4/3 PART 25,Indonesia - Relations with Portuguese Timor,1978 - 1979,1978,1979,Closed,Withheld pending adv,2011-10-17 00:00:00,Open with exception,33(1)(a),2017-11-22 00:00:00,2228,6 years 37 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1500807
1500809,A1838,3006/4/3 PART 27,Indonesia - Relations with Portuguese Timor,1980 - 1980,1980,1980,Closed,Withheld pending adv,2011-10-18 00:00:00,Open with exception,33(1)(a),2017-10-30 00:00:00,2204,6 years 13 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1500809
1505803,A1838,3038/9/1 PART 15,Portuguese Timor - Relations with UN,1981 - 1982,1981,1982,Closed,Withheld pending adv,2011-10-13 00:00:00,Open with exception,33(1)(a),2017-03-09 00:00:00,1974,5 years 148 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505803
1728836,A1838,48/1/3 PART 21,Poland - Relations with Australia,1982 - 1982,1982,1982,Closed,Withheld pending adv,2016-05-31 00:00:00,Open,,2017-05-12 00:00:00,346,0 years 346 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1728836
1728876,A1838,48/1/3/12 PART 5,Poland - Foreign policy - Relations with Australia - Contingency measures,1981 - 1981,1981,1981,Closed,Withheld pending adv,2016-05-25 00:00:00,Open with exception,33(1)(a) | 33(1)(d),2017-05-19 00:00:00,359,0 years 359 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1728876
1729296,A1838,698/6 PART 3,Hong Kong,1967 - 1980,1967,1980,Closed,Withheld pending adv,2012-01-06 00:00:00,Open with exception,33(1)(a),2017-02-01 00:00:00,1853,5 years 27 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1729296
1729977,A1838,141/2/1 PART 5,Spanish Sahara - Political - General,1978 - 1982,1978,1982,Closed,Withheld pending adv,2013-06-19 00:00:00,Open with exception,33(1)(a),2017-01-10 00:00:00,1301,3 years 205 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1729977
1729979,A1838,141/7/1 PART 2,Spanish Sahara - External - General,1979 - 1980,1979,1980,Closed,Withheld pending adv,2013-06-21 00:00:00,Open with exception,33(1)(a),2017-11-23 00:00:00,1616,4 years 155 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1729979
1729982,A1838,141/7/1 PART 5,Spanish Sahara - External - General,1981 - 1982,1981,1982,Closed,Withheld pending adv,2013-06-21 00:00:00,Open with exception,33(1)(a),2017-11-29 00:00:00,1622,4 years 161 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1729982
1730803,A1838,3020/10/1 PART 8,North Vietnam - Relations with Australia - General,1975 - 1975,1975,1975,Closed,Withheld pending adv,2016-08-22 00:00:00,Open with exception,33(1)(a),2017-10-03 00:00:00,407,1 years 42 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1730803
1733296,A1838,69/1/3/1/1 PART 3,USSR [Union of Soviet Socialist Republics] - Relations with Australia - Trade negotiations - Fisheries,1980 - 1984,1980,1984,Closed,Withheld pending adv,2011-06-23 00:00:00,Open with exception,33(1)(a),2017-11-08 00:00:00,2330,6 years 139 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1733296
1389728,A1838,316/5 PART 2,Fiji - Defence,1973 - 1976,1973,1976,Closed,Withheld pending adv,2011-08-03 00:00:00,Open with exception,33(1)(a) | 33(1)(g),2017-02-14 00:00:00,2022,5 years 196 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1389728
1389754,A1838,370/1/20 PART 30,New Zealand - ANZAC and ANZUS including possible revision,1985 - 1985,1985,1985,Closed,33(1)(a) | Withheld pending adv,2016-08-08 00:00:00,Open with exception,33(1)(a),2017-05-23 00:00:00,288,0 years 288 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1389754
1389887,A1838,323/1 PART 11,New Caledonia - Political developments - General,1975 - 1976,1975,1976,Closed,Withheld pending adv,2011-04-27 00:00:00,Open with exception,33(1)(a),2017-03-27 00:00:00,2161,5 years 335 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1389887
1497542,A1838,323/1 PART 18,New Caledonia - Political developments - General,1979 - 1980,1979,1980,Closed,Withheld pending adv,2011-04-28 00:00:00,Open with exception,33(1)(a),2017-03-29 00:00:00,2162,5 years 336 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1497542
1497896,A1838,338/1 ANNEX,New Hebrides - Administration - General,1981 - 1981,1981,1981,Closed,Withheld pending adv,2015-09-02 00:00:00,Open,,2017-07-12 00:00:00,679,1 years 314 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1497896
1500808,A1838,3006/4/3 PART 26,Indonesia - Relations with Portuguese Timor,1979 - 1980,1979,1980,Closed,Withheld pending adv,2011-10-17 00:00:00,Open with exception,33(1)(a),2017-10-13 00:00:00,2188,5 years 362 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1500808
1504082,A1838,4010/6/9 PART 3,Breaches - Loss and leakage of information,1974 - 1976,1974,1976,Closed,Withheld pending adv,2014-04-07 00:00:00,Open with exception,33(1)(a) | 33(1)(d) | 33(1)(e)(ii) | 33(1)(e)(iii),2017-01-31 00:00:00,1030,2 years 300 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1504082
1504093,A1838,4010/6/38 PART 1,Breaches - Leak - Red Cross in East Timor,1983 - 1983,1983,1983,Closed,Withheld pending adv,2015-02-09 00:00:00,Open with exception,33(1)(a),2017-10-12 00:00:00,976,2 years 246 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1504093
1504807,A1838,3020/2/7 PART 11,Vietnam - Political - Human rights,1986 - 1986,1986,1986,Closed,Withheld pending adv,2015-01-08 00:00:00,Open with exception,33(1)(a),2017-05-19 00:00:00,862,2 years 132 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1504807
1505594,A1838,3027/10/6 PART 2,Malaysia - Australia relations - Australian representation,1969 - 1978,1969,1978,Closed,33(1)(a) | Withheld pending adv,2011-09-06 00:00:00,Open with exception,33(1)(a),2017-11-02 00:00:00,2249,6 years 58 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505594
1505640,A1838,3027/11/87 PART 14,Malaysia - Relations with China,1980 - 1982,1980,1982,Closed,Withheld pending adv,2015-01-29 00:00:00,Open with exception,33(1)(a),2017-08-24 00:00:00,938,2 years 208 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505640
1505728,A1838,3038/2/1/1 PART 1,Timor Fretilin - Contacts with Indonesia,1983 - 1983,1983,1983,Closed,Withheld pending adv,2015-02-06 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-10-26 00:00:00,993,2 years 263 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505728
1505780,A1838,3038/7/2 PART 18,East Timor - External - Refugees,1981 - 1982,1981,1982,Closed,Withheld pending adv,2015-07-27 00:00:00,Open,,2017-06-29 00:00:00,703,1 years 338 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505780
1505932,A1838,3038/10/3 PART 6,East Timor Fretelin [Fretilin] and pro Fretelin [Fretilin] activities in Australia,1982 - 1982,1982,1982,Closed,Withheld pending adv,2015-05-06 00:00:00,Open with exception,33(1)(a),2017-11-07 00:00:00,916,2 years 186 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1505932
1509095,A1838,3034/7/4 PART 9,Indonesia - ASEAN,1979 - 1986,1979,1986,Closed,Withheld pending adv,2010-05-21 00:00:00,Open with exception,33(1)(a),2017-01-19 00:00:00,2435,6 years 244 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1509095
1509152,A1838,3034/10/1/8 PART 1 ANNEX,Indonesia - Relations with Australia - Official discussions with Indonesia,1972 - 1979,1972,1979,Closed,33(1)(b) | 33(1)(a) | Withheld pending adv,2010-08-05 00:00:00,Open with exception,33(1)(a),2017-04-12 00:00:00,2442,6 years 251 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1509152
1509398,A1838,3034/11/52 PART 9,Indonesia - Relations with USSR,1968 - 1969,1968,1969,Closed,Withheld pending adv,2010-05-25 00:00:00,Open with exception,33(1)(a),2017-01-19 00:00:00,2431,6 years 240 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1509398
1511121,A1838,3107/40/87 PART 24,China - Relations with Japan,1975 - 1976,1975,1976,Closed,33(2)(a) | 33(2)(b) | Withheld pending adv,2016-05-04 00:00:00,Open with exception,33(1)(a),2017-07-12 00:00:00,434,1 years 69 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511121
1511644,A1838,3107/40/147 PART 13,China - Relations with India,1962 - 1962,1962,1962,Closed,Withheld pending adv,2011-09-13 00:00:00,Open with exception,33(1)(a),2017-01-17 00:00:00,1953,5 years 127 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511644
1512252,A1838,3103/4/4 PART 3,Japan - General energy problems,1977 - 1977,1977,1977,Closed,Withheld pending adv,2012-04-16 00:00:00,Open with exception,33(1)(a),2017-02-21 00:00:00,1772,4 years 311 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1512252
1512335,A1838,3103/11/87 PART 53,Japan - Relations with China,1977 - 1977,1977,1977,Closed,Withheld pending adv,2016-05-04 00:00:00,Open with exception,33(1)(a) | 33(1)(b),2017-02-22 00:00:00,294,0 years 294 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1512335
1512380,A1838,3103/9/3/7 PART 8,Japan - Relations with international organisations - Japan - Attitudes to ASEAN,1977 - 1978,1977,1978,Closed,Withheld pending adv,2011-06-06 00:00:00,Open with exception,33(1)(a),2017-06-30 00:00:00,2216,6 years 25 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1512380
1744675,A1838,69/1/4/30/4 PART 1,USSR [Union of Soviet Socialist Republics] - Foreign policy - Relations with other countries - Afghanistan - Proposals for a political settlement,1970 - 1980,1970,1980,Closed,Withheld pending adv,2016-12-21 00:00:00,Open with exception,33(1)(a),2017-10-06 00:00:00,289,0 years 289 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1744675
1744958,A1838,181/15 PART 29,Middle East - Palestine Liberation Organisation,1981 - 1981,1981,1981,Closed,Withheld pending adv,2016-04-19 00:00:00,Open with exception,33(1)(a),2017-02-02 00:00:00,289,0 years 289 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1744958
1744969,A1838,181/15 PART 37,Middle East - Palestine Liberation Organisation,1983 - 1983,1983,1983,Closed,Withheld pending adv,2016-04-19 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-02-02 00:00:00,289,0 years 289 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1744969
1745175,A1838,73/1/3/11 PART 5,Yugoslavia - Foreign policy - Relations with Australia - Visitors to Australia,1979 - 1979,1979,1979,Closed,Withheld pending adv,2016-05-25 00:00:00,Open,,2017-11-29 00:00:00,553,1 years 188 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1745175
1745180,A1838,73/1/3/11/1 PART 2,Yugoslavia - Relations with Australia - Visit of Yugoslav Prime Minister,1973 - 1983,1973,1983,Closed,Withheld pending adv,2016-08-24 00:00:00,Open,,2017-07-24 00:00:00,334,0 years 334 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1745180
1745199,A1838,73/1/3/13 PART 14,Yugoslavia - Foreign policy - Extremism - General,1977 - 1978,1977,1978,Closed,Withheld pending adv,2016-04-19 00:00:00,Open with exception,33(1)(d) | 33(1)(e)(ii) | 33(1)(g),2017-01-17 00:00:00,273,0 years 273 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1745199
1509399,A1838,3034/11/52 PART 14,Indonesia - Relations with USSR,1976 - 1979,1976,1979,Closed,Withheld pending adv,2010-05-25 00:00:00,Open with exception,33(1)(a) | Withheld pending adv,2017-02-02 00:00:00,2445,6 years 254 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1509399
1511124,A1838,3107/40/87 PART 25,China - Relations with Japan,1976 - 1977,1976,1977,Closed,Withheld pending adv,2015-04-28 00:00:00,Open with exception,33(1)(a),2017-06-22 00:00:00,786,2 years 56 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511124
1511634,A1838,3107/40/147 PART 7,China - Foreign policy - Relations with India,1959 - 1959,1959,1959,Closed,Withheld pending adv,2011-09-06 00:00:00,Open with exception,33(1)(a),2017-01-12 00:00:00,1955,5 years 129 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511634
1511638,A1838,3107/40/147 PART 10,China - Relations with foreign countries - India,1960 - 1961,1960,1961,Closed,Withheld pending adv,2015-12-07 00:00:00,Open with exception,33(1)(a),2017-10-25 00:00:00,688,1 years 323 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511638
1511642,A1838,3107/40/147 PART 12,China - Relations with India,1962 - 1962,1962,1962,Closed,Withheld pending adv,2011-09-13 00:00:00,Open with exception,33(1)(a),2017-01-10 00:00:00,1946,5 years 120 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511642
1511664,A1838,3107/40/147 PART 21,China - Relations with India,1963 - 1964,1963,1964,Closed,Withheld pending adv,2015-12-10 00:00:00,Open with exception,33(1)(a),2017-11-01 00:00:00,692,1 years 327 days,http://www.naa.gov.au/cgi-bin/Search?O=I&Number=1511664
